"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"1265","7","Senior Strategist","PT Daehong Communications Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"1266","7","Sales Manager","PT Porto Indonesia Sejahtera","Full Time","Jakarta Utara","","","","Manajemen","Manajemen","Penjualan",""
"1267","7","Specialist Digital Transformation","PT Cipta Krida Bahari","Kontrak/Temporer","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"1268","7","Staf Pembangunan","Yayasan Del","Paruh Waktu","Jakarta Selatan","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"1269","7","ADMIN PAJAK","PT JIWON MAJU BERSAMA","Full Time","Jakarta Selatan","","","","Perpajakan","Akunting","Akuntansi",""
"1270","7","Database Administrator","PT. Metrodata Electronics, Tbk","Kontrak/Temporer","Jakarta Raya","","","","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"1271","7","Programmer","PT. INSPIRASI MAJU JAYA","Full Time","Jakarta Selatan","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"1272","7","Account Executive","PT Daehong Communications Indonesia","Kontrak/Temporer","Jakarta Selatan","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"1273","7","Data Analyst","PT. Cantik Alami Sehat","Full Time","Jakarta Raya","","","","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"1274","7","Software Developer","PT Graha Karya Informasi","Full Time","Jakarta Selatan","13000000.0","19000000.0","16000000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"1275","7","Product Manager (Open Account)","TUNTUN SEKURITAS INDONESIA","Full Time","Jakarta Utara","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"1276","7","Admin Finance","PT. INDO NAV TEKNOLOGI","Kontrak/Temporer","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"1277","7","Accounting / Claim Staff","PT Lamcos Mitra Jaya","Full Time","Jakarta Utara","","","","Pembukuan & Akuntansi Praktik Kecil","Akunting","Akuntansi",""
"1278","7","IT Operational Support L2","PT Adi Data Informatika","Kontrak/Temporer","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"1279","7","Business Analyst","PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"1280","7","Desk Collection - Jabodetabek","PT Indodana Multi Finance","Full Time","Jakarta Raya","","","","Kredit","Perbankan","Perbankan & Layanan Finansial","Perbankan"
"1281","8","Area Manager (Sparks Education)","SEVEN Retail Group","Kontrak/Temporer","Jakarta Raya","","","","Manajemen – Area/Multi-lokasi","Manajemen","Ritel & Produk Konsumen","Ritel"
"1282","8","Account Executive Digital","Kompas Gramedia - KG Media","Kontrak/Temporer","Jakarta Barat","","","","Manajemen Akun Agensi","Manajemen","Periklanan, Seni & Media","Media"
"1283","8","E-Commerce Supervisor","PT Wook Global Technology","Full Time","Jakarta Utara","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"1284","8","Admin Marketing (Shift Malam)","PT GMP Sukses Makmur Indonesia","Full Time","Jakarta Raya","","","","","","",""
"1285","8","Marketing Intern","PT. PERSOLKELLY Recruitment Indonesia","Paruh Waktu","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"1286","8","Accounting Staff","China National Technical Import & Export Corporation (CNTIC)","Full Time","Jakarta Selatan","8000000.0","10000000.0","9000000.0","Pegawai/Staf Akuntansi","Akunting","Akuntansi",""
"1287","8","Admin Operasional","PT. MUAT LOGISTIK INDONESIA","Full Time","Jakarta Raya","5000000.0","6000000.0","5500000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"1288","8","Staf Akunting","Pengiklan Anonim","Kontrak/Temporer","Jakarta Pusat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"1289","8","Admin Logistik F&B","PT. Bangkit Lakuliner Indonesia","Full Time","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"1290","8","Procurement Supervisor (Jakarta)","JSIDJF - PT Sadikun Niagamas Raya","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"1291","8","Retail & Merchandiser Manager","PT Porto Indonesia Sejahtera","Full Time","Jakarta Utara","","","","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"1292","8","HR Manager (Public Accounting Firm / KAP)","PT Macsindo Prima Hadiwinata","Full Time","Jakarta Pusat","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"1293","8","Ads Marketing","PT LUXFELINE GLOBAL TECHNOLOGY","Full Time","Jakarta Utara","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"1294","8","Digital Marketing","PT. ESTETIKA NINDYA DESAIN","Kontrak/Temporer","Jakarta Selatan","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"1295","8","Talent Acquisition & People Development","PT Porto Indonesia Sejahtera","Full Time","Jakarta Utara","","","","Pengembangan Organisasi","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"1296","8","People Operations","Pengiklan Anonim","Full Time","Jakarta Pusat","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"1297","8","Account Payable Staf","Degold (Jayakarta prima makmur)","Full Time","Jakarta Barat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"1298","8","Head of Product","VIA.com","Full Time","Jakarta Pusat","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"1299","8","SAP ABAP Developer","Accenture TCM","Full Time","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"1300","8","Master Data Specialist","PT Coway International Indonesia","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
